Category,Name,Neighborhood,Vicinity,Off-route (mi),Miles to finish
restaurant,Santillo's Brick Oven Pizza,Elizabeth,"639 South Broad Street, Elizabeth",0.79,45.46
park,Van Arsdale Playfield,Elizabeth,"405 New York Avenue, Elizabeth",0.23,45.4
park,McPherson Park,Elizabeth,Elizabeth,0.7,45.31
restaurant,Subway,Elizabeth,"1000 South Elmora Avenue Unit B, Elizabeth",0.43,45.26
restaurant,Domino's Pizza,Elizabeth,"609 Westfield Avenue, Elizabeth",0.7,45.25
restaurant,Colombian Coffee Shop,Elizabeth,"505 1/2 Rahway Avenue, Elizabeth",0.01,45.24
restaurant,Brisas Elmora - Bakery & Restaurant,Elizabeth,"985 South Elmora Avenue, Elizabeth",0.3,45.23
park,Carteret Park,Elizabeth,"428-546 Murray Street, Elizabeth",0.15,45.23
restaurant,7-Eleven,Elizabeth,"954 South Elmora Avenue, Elizabeth",0.44,45.22
restaurant,Dunkin',Elizabeth,"186 Elmora Avenue, Elizabeth",0.57,45.2
restaurant,Mac's Place II,Elizabeth,"1073 South Elmora Avenue, Elizabeth",0.11,45.18
restaurant,Subway,Elizabeth,"176B Elmora Avenue, Elizabeth",0.54,45.18
park,Green Acres Park,Elizabeth,"169 Bellevue Street, Elizabeth",0.5,45.08
restaurant,7-Eleven,Linden,"2309 East Edgar Road, Linden",0.64,44.99
park,Guarinanco park,Roselle,"Warinanco Park Road, Roselle",0.27,44.59
restaurant,7-Eleven,Linden,"1832 East Saint Georges Avenue, Linden",0.03,44.58
park,Magnolia Grove,Roselle,Roselle,0.44,44.51
park,Peach Orchard Park,Linden,"Dill Avenue, Linden",0.18,44.3
restaurant,White Rose Diner,Linden,"1301 East Elizabeth Avenue, Linden",0.46,44.27
cafe,Warinanco Cafe,Roselle,"1 Park Drive, Roselle",0.3,44.26
park,Dog Park,Roselle,"One park drive, Roselle",0.24,44.25
park,Saint Marks Park,Linden,"230 Chandler Avenue, Linden",0.38,44.21
park,Rosedale Garden,Rosedale,Rosedale,0.77,44.17
restaurant,Good Shepherd Haitian Restaurant,Linden,"1314 East Saint Georges Avenue, Linden",0.01,44.06
park,Workout Park,Roselle,"900 Chandler Avenue, Roselle",0.33,43.94
park,Calisthenics Park,Roselle,"900 Chandler Avenue, Roselle",0.34,43.94
restaurant,Popeyes Louisiana Kitchen,Linden,"1190 East Saint Georges Avenue, Linden",0.02,43.92
restaurant,Wawa,Roselle,"1187 East Saint Georges Avenue, Roselle",0.03,43.89
cafe,Gravity 91,Linden,"1120 East Saint Georges Avenue, Linden",0.01,43.79
restaurant,Grill Nunos BBQ Restaurant,Linden,"308 Roselle Street, Linden",0.61,43.72
park,Hattie Johnson Park,Linden,"1100 Lincoln Street, Linden",0.1,43.72
park,Fourth Ward Park,Linden,"701 McCandless Street, Linden",0.35,43.72
park,George T. Farewell Memorial Park,Linden,"Ziegler Avenue, Linden",0.55,43.72
restaurant,twisted taste catering,Linden,"514 Roselle Street, Linden",0.5,43.66
restaurant,Dunkin',Roselle,"843 East Saint Georges Avenue, Roselle",0.01,43.61
park,Sylvester Land Memorial Field,Roselle,"Spruce Street, Roselle",0.17,43.58
park,Cleveland Park,Linden,"717-731 Cleveland Avenue, Linden",0.13,43.54
restaurant,7-Eleven,Roselle,"1275 Chestnut Street, Roselle",0.02,43.31
restaurant,30 Burgers,Linden,"510 East Saint Georges Avenue, Linden",0.02,43.23
restaurant,McDonald's,Roselle,"251 East Saint Georges Avenue, Roselle",0.02,43.13
restaurant,Burger King,Roselle,"209 East Saint Georges Avenue, Roselle",0.03,43.07
park,James Dobson Park,Linden,"East Blancke Street, Linden",0.57,43.07
park,Clifford Lawson Memorial Park,Linden,"733 Walnut Street, Linden",0.26,43.03
restaurant,Taco Bell,Roselle,"133 East Saint Georges Avenue, Roselle",0.02,42.98
restaurant,Domino's Pizza,Roselle,"115 East Saint Georges Avenue, Roselle",0.02,42.95
park,Captain James J. Dunn Memorial Park,Linden,"913 Rose Parkway, Linden",0.11,42.86
cafe,Inspo Nutrition,Linden,"27 East Elizabeth Avenue, Linden",0.76,42.84
restaurant,Central Park NJ : Sports Bar - Restaurant - Banquet Hall,Roselle,"2401 North Wood Avenue, Roselle",0.04,42.84
restaurant,Mister East,Roselle,"2401 North Wood Avenue, Roselle",0.04,42.84
restaurant,7-Eleven,Linden,"528 North Wood Avenue, Linden",0.4,42.8
restaurant,El Dorado Spanish Food,Linden,"218 North Wood Avenue, Linden",0.65,42.8
restaurant,Phở Minh's,Linden,"430 North Wood Avenue, Linden",0.5,42.79
restaurant,Stancia Peruvian Fusion Restaurant,Linden,"216 North Wood Avenue, Linden",0.66,42.79
bike_shop,Andy's Cycle Center LLC,Linden,"22 West Saint Georges Avenue, Linden",0.02,42.77
restaurant,Pulaski Meat Products,Linden,"123 North Wood Avenue, Linden",0.72,42.77
restaurant,Dunkin',Linden,"531 North Wood Avenue, Linden",0.41,42.76
restaurant,Napoli Italian Bistro,Linden,"523 North Wood Avenue, Linden",0.41,42.76
restaurant,Amsterdam Alley Bar & Restaurant,Linden,"9 West Price Street, Linden",0.71,42.76
park,Sgt. Alexander Wales Memorial Park,Linden,"West Curtis Street, Linden",0.28,42.7
park,Wilson Park,Linden,"Summit Terrace, Linden",0.11,42.67
restaurant,Z & A Corporation,Linden,"708 West Saint Georges Avenue, Linden",0.01,42.2
restaurant,New Eastern Taste,Linden,"714 West Saint Georges Avenue, Linden",0.02,42.2
restaurant,Machichi Bakery & Cafe - Wholesale: Gold Leaf Pastry Shop & Coffee.,Linden,"900 West Saint Georges Avenue, Linden",0.01,42.16
park,Windsor Park,Linden,"1900 North Stiles Street, Linden",0.5,42.16
bike_shop,New Jersey Cycles,Linden,"910 West Saint Georges Avenue, Linden",0.01,42.14
cafe,Risé Café,Linden,"910 West Saint Georges Avenue, Linden",0.01,42.14
restaurant,7-Eleven,Linden,"998 West Saint Georges Avenue, Linden",0.02,42.1
restaurant,Dunkin',Linden,"651 North Stiles Street, Linden",0.26,42.08
restaurant,Linden Garden Chinese Restaurant,Linden,"897 North Stiles Street, Linden",0.03,42.05
restaurant,Primavera’s Restaurant & Pizza,Linden,"1111 West Saint Georges Avenue, Linden",0.06,41.99
restaurant,III Amici Ristorante,Linden,"1700 West Elizabeth Avenue, Linden",0.68,41.87
park,Lexington Dog Park,Linden,"225 Marion Avenue, Linden",0.52,41.87
park,Kayak Launch,Clark,"Jacksons Pond Dam, 75 Union County Parkway, Clark",0.5,41.59
park,East Coast Greenway,Rahway,"River Road, Rahway",0.41,41.26
park,Lupine Way,Clark,Clark,0.55,41.25
park,Rahway River Park,Rahway,"Saint Georges Avenue, Rahway",0.09,41.24
park,Rahway River Park Track,Rahway,"3 Parkway Drive, Rahway",0.25,41.21
park,Parque de roble,Clark,"JPF6+5J, Clark",0.39,41.21
park,Rugby Practice Park,Clark,"3 Parkway Drive, Clark",0.32,41.16
park,Holiday Yards,Rahway,"325 Cottage Street, Rahway",0.47,41.16
park,Michael S. Bezega Wetland Observation Area,Rahway,"1823 Allen Street, Rahway",0.58,41.14
park,Union/Allen Saint Conservation,Rahway,Rahway,0.57,41.11
restaurant,Panda China Restaurant,Rahway,"1735 Saint Georges Avenue, Rahway",0.02,41.08
restaurant,Rocky's Bar & Grill,Rahway,"710 West Grand Avenue #14, Rahway",0.09,40.98
park,Rahway War Memorial,Rahway,"2013_203_6, Rahway",0.02,40.97
restaurant,Espressito Cafe,Clark,"60 Westfield Avenue, Clark",0.68,40.94
restaurant,Rice Bowl,Clark,"83 Westfield Avenue, Clark",0.73,40.94
restaurant,7-Eleven,Clark,"10 Westfield Avenue, Clark",0.56,40.91
park,Madison Avenue Park - Greenfield,Rahway,"1333 Madison Avenue, Rahway",0.39,40.78
park,Wheatena Park,Rahway,"1850 Elizabeth Avenue, Rahway",0.68,40.72
restaurant,La Malinche,Rahway,"1588 Irving Street, Rahway",0.48,40.63
restaurant,QUILLA by Sabor Peruano,Rahway,"1576 Irving Street, Rahway",0.49,40.63
park,Salvatore M. Mione Park,Rahway,"1426 New Church Street, Rahway",0.18,40.63
park,Rahway Arts District Park,Rahway,"Central Avenue, Rahway",0.48,40.63
park,Veterans Memorial Field,Rahway,"301 Central Avenue, Rahway",0.32,40.6
restaurant,Luciano's Ristorante & Lounge,Rahway,"1579 Main Street, Rahway",0.69,40.57
park,Berzinec Park,Rahway,"Central Avenue, Rahway",0.08,40.52
restaurant,Wholly Cow,Rahway,"1542 Main Street, Rahway",0.69,40.51
restaurant,The 'World Famous' Waiting Room,Rahway,"66 East Cherry Street, Rahway",0.66,40.5
restaurant,Fresh Fish Market,Rahway,"1510 Main Street, Rahway",0.69,40.5
restaurant,The Coffee Box,Rahway,"1465 Irving Street, Rahway",0.62,40.49
restaurant,Hugo's Restaurant Rahway,Rahway,"1505-1507 Main Street, Rahway",0.71,40.49
restaurant,The Irving Social,Rahway,"1443 Irving Street, Rahway",0.62,40.47
restaurant,Melao Cafe & Creamery,Rahway,"1425 Irving Street, Rahway",0.62,40.44
restaurant,Subway,Rahway,"1112 Saint Georges Avenue Store #2, Rahway",0.01,40.43
restaurant,7-Eleven,Rahway,"1100 Saint Georges Avenue, Rahway",0.03,40.42
restaurant,Express News Cafe - Rahway Station,Rahway,"40 East Milton Avenue, Rahway",0.57,40.42
water,Rahway Refillery,Rahway,"1425 Main St, Rahway",0.69,40.42
park,Rahway Girl Scout Park,Rahway,"W Emerson Ave &, West Milton Avenue, Rahway",0.18,40.36
restaurant,Domino's Pizza,Rahway,"1019 Saint Georges Avenue, Rahway",0.02,40.33
restaurant,Plum Tomato Pizzeria & Restaurant,Rahway,"1008 Saint Georges Avenue, Rahway",0.06,40.32
park,Roosevelt Field,Rahway,Rahway,0.02,40.12
park,Tully Field,Rahway,"795 Grove Street, Rahway",0.55,39.96
restaurant,Firehouse Eatery & Pub,Rahway,"455 Saint Georges Avenue, Rahway",0.01,39.71
park,Brennan Field,Rahway,Rahway,0.52,39.71
park,Stein Field,Rahway,"253 Jefferson Avenue, Rahway",0.13,39.6
restaurant,Stewart's Drive-In,Rahway,"347 Jaques Avenue, Rahway",0.02,39.57
restaurant,Wawa,Rahway,"280 Saint Georges Avenue, Rahway",0.02,39.51
cafe,Urban Air Café,Avenel,"1600 Saint Georges Avenue, Avenel",0.16,39.41
restaurant,Subway,Avenel,"1640 Saint Georges Avenue, Avenel",0.16,39.41
cafe,to go,Rahway,"125 Saint Georges Avenue, Rahway",0.08,39.37
restaurant,7-Eleven,Avenel,"1099 U.S. Route 1, Avenel",0.81,39.33
restaurant,KFC,Rahway,"92 Saint Georges Avenue, Rahway",0.04,39.32
restaurant,Wendy's,Rahway,"90 Saint Georges Avenue, Rahway",0.07,39.31
restaurant,D'Italia Restaurant Pizzeria and Catering BYO,Avenel,"1500 Saint George Avenue, Peach Street, Avenel",0.26,39.3
restaurant,Indian Foods Daily Fresh Roti Store,Colonia,"1250 New Jersey 27, Colonia",0.04,39.17
restaurant,DimSum Seafood Restaurant,Avenel,"1021 U.S. Route 1, Avenel",0.87,39.07
park,Crystal Park,Avenel,"330 Crystal Avenue, Avenel",0.42,39.06
restaurant,Sorrento's Pizzeria,Avenel,"387 Avenel Street, Avenel",0.83,38.96
restaurant,Dunkin',Avenel,"1360 Saint Georges Avenue, Avenel",0.42,38.94
restaurant,Dominic's Italian Restaurant BYOB,Avenel,"453 Avenel Street, Avenel",0.69,38.92
restaurant,Dunkin',Avenel,"971 U.S. Route 1, Avenel",0.92,38.88
restaurant,Tottenville Bagels Avenel Nj,Avenel,"495 Avenel Street, Avenel",0.56,38.88
restaurant,Krauszer's Deli & Food Store,Avenel,"525 Avenel Street, Avenel",0.49,38.85
park,La virgencita,Colonia,"120 East Hill Road, Colonia",0.39,38.85
park,Monsignor Francis J. Sergel Park,Colonia,Colonia,0.47,38.84
restaurant,Denny's,Avenel,"1286 Saint Georges Avenue, Avenel",0.51,38.79
restaurant,McDonald's,Avenel,"1256 Saint Georges Avenue, Avenel",0.56,38.72
restaurant,7-Eleven,Colonia,"1265 Saint Georges Avenue, Colonia",0.5,38.71
park,Long Hill Park,Colonia,"1225 424.10_663, Colonia",0.23,38.71
restaurant,Makoto Asian Cuisine,Avenel,"1224 Saint Georges Avenue, Avenel",0.6,38.64
cafe,to go,Colonia,"1217 Saint Georges Avenue, Colonia",0.57,38.62
restaurant,Sandwich Station,Colonia,"1193 Saint Georges Avenue, Colonia",0.61,38.57
park,Valley Road,Colonia,Colonia,0.45,38.54
restaurant,Burger King,Avenel,"1140 Saint Georges Avenue, Avenel",0.74,38.49
park,Merrill Park,Woodbridge Township,Woodbridge Township,,38.47
park,Iselin Volunteer Firehouse Park,Iselin,"1220 Green Street, Iselin",0.1,37.34
restaurant,Dimple's Khasiyat Restaurant,Iselin,"77 Middlesex Avenue, Iselin",0.14,37.19
restaurant,Shalimar King of Sweets & Restaurant,Iselin,"1335 Oak Tree Road, Iselin",0.1,37.15
park,South Branch Rahway River Park,Iselin,"Cooper Avenue Playground, 55 Indiana Avenue, Iselin",0.28,37.12
park,Cooper Avenue Playground,Woodbridge Township,Woodbridge Township,0.32,37.12
restaurant,Dimple's Bombay Talk,Iselin,"1358 Oak Tree Road #5, Iselin",0.16,37.11
restaurant,Sukhadia's Edison- Fresh Kitchen & Indian Bistro,Iselin,"1507 Oak Tree Road, Iselin",0.27,36.84
restaurant,Rasoi II Restaurant,Woodbridge Township,"1567 Oak Tree Road, Woodbridge Township",0.35,36.75
restaurant,Calcutta Wok,Iselin,"1585 Oak Tree Road, Iselin",0.37,36.72
restaurant,Dunkin',Iselin,"Essex Tpke Metro Park Station, 100 Middlesex Turnpike, Iselin",0.03,36.69
restaurant,SARAVANAA BHAVAN,Edison,"149 Wood Avenue, Edison",0.44,36.63
cafe,Cafe Amore,Iselin,"33 South Wood Avenue, Iselin",0.21,36.55
restaurant,7-Eleven,Iselin,"11 Lincoln Highway, Iselin",0.03,36.52
restaurant,Atul Bakery | Oak Tree Rd | Edison,Edison,"1655 Oak Tree Road Suite 255, Edison",0.53,36.52
restaurant,Happy Dayz - Ice Cream Shop in Edison,Edison,"1665 Oak Tree Road #260, Edison",0.53,36.52
restaurant,Ming,Edison,"1655-185 Oak Tree Road, Edison",0.5,36.51
restaurant,Mithaas,Edison,"1655-170 Oak Tree Road, Edison",0.49,36.51
restaurant,Chili's Grill & Bar,Edison,"1655 Oak Tree Road, Edison",0.6,36.51
restaurant,Moghul Restaurant,Edison,"1655 Oak Tree Road, Edison",0.48,36.5
restaurant,Dhaba Edison,Edison,"1673 Oak Tree Road, Edison",0.66,36.5
restaurant,Dakshin Express,Edison,"1689 Oak Tree Road, Edison",0.74,36.5
restaurant,Paradise Biryani Pointe,Edison,"1677 Oak Tree Road, Edison",0.68,36.49
park,101 Wood Metro Park LLC,Iselin,"101 South Wood Avenue, Iselin",0.38,36.43
restaurant,MetroPerk Coffee,Iselin,"120 South Wood Avenue, Iselin",0.47,36.41
cafe,La Cafe,Edison,"379 Thornall Street, Edison",0.06,36.18
restaurant,Deeptesh,Edison,"333 Thornall Street, Edison",0.15,36.15
park,Edison State Park,Edison,"37 Christie Street, Edison",0.14,35.97
restaurant,Cozy Tea Loft,Edison,"141 New Jersey 27, Edison",0.02,35.96
restaurant,Domino's Pizza,Edison,"135 New Jersey 27, Edison",0.02,35.95
cafe,Target Café,Edison,"100 Parsonage Road, Edison",0.67,35.84
restaurant,Starbucks,Edison,"100 Parsonage Road, Edison",0.69,35.78
water,Target,Edison,"100 Parsonage Rd, Edison",0.67,35.78
restaurant,McDonald's,Edison,"59 New Jersey 27 Lower Floor, Edison",0.02,35.66
restaurant,Starbucks,Edison,"49 Lincoln Highway, Edison",0.02,35.63
restaurant,Papa Johns Pizza,Edison,"52 Lincoln Highway, Edison",0.02,35.62
cafe,Embers ​Cafe,Edison,"20 Elizabeth Avenue, Edison",0.05,35.6
restaurant,Dunkin',Edison,"30 New Jersey 27, Edison",0.02,35.52
restaurant,Brooklyn Boys Pizza & Deli,Edison,"9 Lincoln Highway, Edison",0.05,35.5
restaurant,7-Eleven,Edison,"21 Lincoln Highway, Edison",0.02,35.49
restaurant,Meemah,Edison,"9 Lincoln Highway, Edison",0.06,35.49
restaurant,LouCas,Edison,"9 Lincoln Highway, Edison",0.06,35.46
restaurant,Frappe Joe Coffee Roasters,Edison,"1 New Jersey 27 #1, Edison",0.02,35.45
park,Roosevelt Park,Edison,"151 Parsonage Rd, Edison",0.54,35.37
park,Woodwild Park,Metuchen,"312 Middlesex Avenue, Metuchen",0.06,34.67
restaurant,Metuchen Inn,Metuchen,"424 Middlesex Avenue, Metuchen",0.01,34.44
park,George Olmezer Memorial Park,Metuchen,"George Olmezer Memorial Park, 22 Christol Street, Metuchen",0.48,34.44
park,Olmezer Park,Metuchen,Metuchen,0.49,34.42
park,The Reverend Dr. Martin Luther King Jr. Memorial Park,Metuchen,"480 Middlesex Avenue, Metuchen",0.01,34.35
park,Metuchen Borough Recreation,Metuchen,"Metuchen Municipal Building, 500 Main Street, Metuchen",0.02,34.28
restaurant,Fresco by Jimmy,Metuchen,"456 Main Street, Metuchen",0.05,34.24
restaurant,Fusha Asian Bistro & Sushi,Metuchen,"452 Main Street, Metuchen",0.06,34.24
park,The Thomas Peterson Park,Metuchen,"450 Main Street, Metuchen",0.07,34.24
restaurant,Phattra Thai Restaurant,Metuchen,"426 Main Street, Metuchen",0.11,34.23
restaurant,Mangia Toscano,Metuchen,"422 Main Street, Metuchen",0.12,34.23
restaurant,The Parlor at Hailey's,Metuchen,"15 Station Place, Metuchen",0.18,34.23
cafe,Cai's Cafe,Metuchen,"420 Main Street, Metuchen",0.13,34.22
restaurant,Orchid Kosher,Metuchen,"455 Main Street, Metuchen",0.06,34.22
restaurant,Antonio's Brick Oven Pizza,Metuchen,"453 Main Street, Metuchen",0.06,34.22
park,Blue Water Creek,Metuchen,"691707, Middlesex Greenway, Metuchen",0.79,34.22
restaurant,Café Paris,Metuchen,"439 Main Street, Metuchen",0.08,34.21
restaurant,Hailey's Harp & Pub,Metuchen,"400 Main Street, Metuchen",0.18,34.21
restaurant,Brewed Awakening,Metuchen,"417 Main Street, Metuchen",0.13,34.19
restaurant,Friendly's,Metuchen,"550 Middlesex Avenue, Metuchen",0.01,34.19
restaurant,Sushi Suzuki,Metuchen,"15 New Street #1813, Metuchen",0.12,34.17
park,Center Street Park,Metuchen,Metuchen,0.42,34.16
restaurant,Hatch44 Cafe,Metuchen,"25 New Street, Metuchen",0.12,34.15
restaurant,AwesomeYo’s Kitchen,Metuchen,"50 Pearl Street, Metuchen",0.08,34.15
park,Middlesex Greenway,Metuchen,"28 Bounty Street, Metuchen",0.65,34.14
restaurant,Joey D's Pizza,Metuchen,"279 County Road 669, Metuchen",0.47,34.1
restaurant,Latin Port,Metuchen,"333 Lake Avenue, Metuchen",0.06,34.01
restaurant,La Rosa's Pizza Metuchen,Metuchen,"335 Lake Avenue, Metuchen",0.05,34.01
restaurant,Marco's Deli,Metuchen,"214 Main Street, Metuchen",0.55,33.96
restaurant,Lola Latin Bistro,Metuchen,"87 Central Avenue, Metuchen",0.09,33.95
restaurant,WFM Coffee Bar,Metuchen,"645 Middlesex Avenue, Metuchen",0.07,33.94
restaurant,Comida Fresca,Metuchen,"645 Middlesex Avenue, Metuchen",0.06,33.93
park,Memorial Park,Metuchen,Metuchen,0.24,33.88
park,Thomas Park,Metuchen,Metuchen,0.39,33.84
park,Greenway Park,Metuchen,Metuchen,0.04,33.83
park,Middlesex County Open Space,Metuchen,"691-707 Middlesex Avenue, Metuchen",0.03,33.81
restaurant,Starbucks,Metuchen,"720 Middlesex Avenue, Metuchen",0.02,33.79
park,Kentnor Park,Metuchen,"Kentnor Street, Metuchen",0.17,33.74
park,Edgar Park,Metuchen,"Brunswick Avenue, Metuchen",0.63,33.74
park,Edison-Metuchen Community Dog Park,Edison,"Whitman Avenue, Edison",0.74,33.74
park,Hampton Park,Metuchen,"30 Hampton Street, Metuchen",0.08,33.61
park,Vidas Park,Metuchen,"Hampton Street, Metuchen",0.13,33.6
restaurant,Brown Stone Bar & Grill,Metuchen,"932 Middlesex Avenue, Metuchen",0.33,33.43
restaurant,Dunkin',Edison,"2193 Route 27 In Lukoil, Edison",0.6,33.25
cafe,Towne Cafe,Edison,"2147 New Jersey 27 Suite 102, Edison",0.77,33.09
park,Fountain at New Durham Road,Edison,"75 Rieder Road, Edison",0.01,33.09
restaurant,7-Eleven,Edison,"2120 NJ-27, Edison",0.95,33.08
park,Edison Woods Park,Edison,"Interstate 287, Edison",0.19,32.76
restaurant,Crazy 4 Falafel,Edison,"260 Talmadge Road, Edison",0.02,32.15
restaurant,Red Onion Edison Chinese Restaurant,Edison,"260 Talmadge Road, Edison",0.02,32.15
restaurant,Dunkin',Edison,"260 Talmadge Road, Edison",0.02,32.14
restaurant,Subway,Edison,"138 Talmadge Road, Edison",0.48,31.98
restaurant,Godavari,Edison,"128 Talmadge Road, Edison",0.5,31.97
park,Shadyside Park,South Plainfield,"Yurgel Drive, South Plainfield",0.82,31.37
park,Field (Softball),Piscataway,"5 Commonwealth Avenue, Piscataway",0.36,31.06
park,Durham Park,Piscataway,"26A Charles Terrace, Piscataway",0.76,30.98
restaurant,McDonald's,Piscataway,"1301 Stelton Road, Piscataway",0.64,30.9
park,Doggie Scoopy,Edison,"1715 Rivendell Way, Edison",0.38,30.9
restaurant,Sukh Sagar Indian Cuisine,Piscataway,"1347 Stelton Road, Piscataway",0.53,30.89
restaurant,STELTON PIZZA,Piscataway,"1315 Stelton Road, Piscataway",0.59,30.89
restaurant,Four Seasons Thai Cuisine,Piscataway,"1353 Stelton Road, Piscataway",0.49,30.88
restaurant,Moghul Express Piscataway,Piscataway,"1357 Stelton Road, Piscataway",0.46,30.87
restaurant,Quick Stop Food Store,Piscataway,"1665 Stelton Road, Piscataway",0.07,30.85
restaurant,Yummy Yummy,Piscataway,"1665 Stelton Road # J, Piscataway",0.03,30.85
restaurant,Indian House Of Dosas,Piscataway,"1665 Stelton Road Suite D, Piscataway",0.05,30.85
restaurant,Crown Fish and Chicken,Piscataway,"1665 Stelton Road, Piscataway",0.04,30.85
restaurant,Persis Biryani Indian Grill,Piscataway,"1665 Stelton Road Suite B, Piscataway",0.06,30.85
restaurant,Square Cut Indian Bistro and Bakery,Piscataway,"1665 Stelton Road, Piscataway",0.05,30.85
restaurant,Mezbaan BBQ Grill & Kababs,Piscataway,"1412 Stelton Road Suite 2, Piscataway",0.38,30.84
restaurant,Dunkin',Piscataway,"1254 Stelton Road, Piscataway",0.61,30.83
restaurant,Chapter 2 Coffee Roasters,Piscataway,"1642 Stelton Road Suite 402, Piscataway",0.04,30.76
restaurant,Kabab & Curry Express,Edison,"4 Brunswick Avenue, Edison",0.64,30.66
restaurant,Rose's Pizza and Ice Cream,Edison,"4 Brunswick Avenue, Edison",0.64,30.66
park,Kilmer Park,Edison,"Brunswick Avenue, Edison",0.56,30.66
park,Suskin Park,Piscataway,"91 Haines Avenue, Piscataway",0.59,30.36
park,School St Park,Piscataway,"86 School Street, Piscataway",0.17,30.32
restaurant,Starbucks,Piscataway,"110 Ethel Road West, Piscataway",0.06,30.29
restaurant,The Food Architects LLC,Piscataway,"121 Ethel Road West Suite # 5, Piscataway",0.07,30.22
park,Redbud Park,Piscataway,"Redbud Road, Piscataway",0.24,29.97
restaurant,Starbucks,Piscataway,"105 Joyce Kilmer Avenue, Piscataway",0.28,29.94
restaurant,QDOBA Mexican Eats,Piscataway,"55 Rockafeller Road Unit 10, Piscataway",0.29,29.94
restaurant,Hoja Asian Fusion,Piscataway,"55 Rockafeller Road, Piscataway",0.34,29.94
park,Baird Field,Piscataway,Piscataway,0.3,29.78
restaurant,Henry's Diner,Piscataway,"55 Rockafeller Road #80, Piscataway",0.37,29.6
restaurant,Dunkin',Piscataway,"Rutgers Athletic Center, 83 Rockafeller Road, Piscataway",0.47,29.59
restaurant,Pizza Hut Express,Piscataway,"Rutgers Athletic Center (rac, 83 Rockafeller Road, Piscataway",0.46,29.59
restaurant,Sbarro,Piscataway,"Livingston Apartment Building C, 84 Joyce Kilmer Avenue, Piscataway",0.21,29.58
restaurant,Farmer's Fridge,Piscataway,"Main Entrance Located in the main entrance to the right, 84 Joyce Kilmer Avenue, Piscataway",0.23,29.58
restaurant,The Rutgers Club,Piscataway,"85 Avenue East 2nd Floor, Piscataway",0.28,29.56
park,Livingston Campus Fountain,Piscataway,Piscataway,0.14,29.5
park,Rutgers University Ecological Preserve,Piscataway,"83 Rockafeller Road, Piscataway",0.25,29.1
park,Schenkmeyer Park,Edison,"North 8th Avenue, Edison",0.54,28.52
restaurant,Dish Cafe,Highland Park,"327 Raritan Avenue, Highland Park",0.75,28.28
restaurant,Penstock Coffee Shop & Roastery,Highland Park,"13 South 3rd Avenue suite c, Highland Park",0.77,28.28
restaurant,Midori Sushi Of Highland Park,Highland Park,"237 Raritan Avenue, Highland Park",0.73,28.25
park,Rutgers Eco Preserve Trailhead,Highland Park,"River Road, Highland Park",0.01,27.98
park,"Soccer field, Johnson Park",Highland Park,"Johnson Park Road, Highland Park",,27.9
park,Highland Park Farmers Market,Highland Park,"212 Raritan Avenue, Highland Park",0.72,27.86
park,Welkovits Pavillion,Highland Park,"222 Raritan Avenue, Highland Park",0.72,27.86
restaurant,Dunkin',Highland Park,"55 Raritan Avenue, Highland Park",0.54,27.84
restaurant,Okie Pokii Cafe,Highland Park,"55 Raritan Avenue, Highland Park",0.53,27.84
park,Highland Park Native Plant Sanctuary,Highland Park,"50 River Road, Highland Park",0.33,27.84
park,Donaldson Dog Park,Highland Park,"5 Parkview Terrace, Highland Park",1.37,27.84
restaurant,7-Eleven,New Brunswick,"286 George Street, New Brunswick",0.84,27.81
restaurant,The Frog & The Peach,New Brunswick,"29 Dennis Street, New Brunswick",0.61,27.81
restaurant,Delta's Restaurant,New Brunswick,"19 Dennis Street, New Brunswick",0.63,27.81
restaurant,Glass Woods Tavern,New Brunswick,"2 Albany Street, New Brunswick",0.49,27.81
park,Liberty Square Park,New Brunswick,"150 Neilson Street, New Brunswick",0.66,27.81
restaurant,Harvest Moon Brewery & Cafe,New Brunswick,"392 George Street, New Brunswick",0.54,27.8
restaurant,7-Eleven,New Brunswick,"358 George Street, New Brunswick",0.63,27.8
restaurant,Dunkin',New Brunswick,"335 George Street, New Brunswick",0.69,27.8
restaurant,Kapadokya Turkish Bakery,New Brunswick,"120 Albany Street Suite D, New Brunswick",0.53,27.8
restaurant,Haraz Coffee House,New Brunswick,"385 George Street, New Brunswick",0.55,27.8
restaurant,Stress Factory Comedy Club,New Brunswick,"90 Church Street, New Brunswick",0.57,27.8
restaurant,Old Man Rafferty's,New Brunswick,"106 Albany Street, New Brunswick",0.51,27.8
restaurant,Clydz,New Brunswick,"55 Paterson Street, New Brunswick",0.63,27.8
restaurant,Steakhouse 85 Restaurant,New Brunswick,"85 Church Street, New Brunswick",0.52,27.8
restaurant,Chipotle Mexican Grill,New Brunswick,"387 George Street, New Brunswick",0.54,27.8
park,Civic Square,New Brunswick,"37 New Jersey 171, New Brunswick",0.79,27.8
park,Kilmer Square Park,New Brunswick,"108 Albany Street, New Brunswick",0.52,27.8
park,Monument Square Park,New Brunswick,"2 Livingston Avenue, New Brunswick",0.72,27.8
bike_shop,Kim's Bike Shop,New Brunswick,"111 French Street, New Brunswick",0.89,27.79
restaurant,Hidden Grounds Chai & Coffee House,New Brunswick,"4C Easton Avenue, New Brunswick",0.55,27.79
restaurant,Dunkin',New Brunswick,"Train Sta, 1 Railroad Avenue, New Brunswick",0.54,27.79
restaurant,Tjs Cafe,New Brunswick,"71 Hamilton Street, New Brunswick",0.33,27.79
